OBJECTID,x_coord,y_coord,windspeed spring baseline lower,windspeed spring baseline median,windspeed spring baseline upper,windspeed spring 2.0 lower,windspeed spring 2.0 median,windspeed spring 2.0 upper,windspeed spring 4.0 lower,windspeed spring 4.0 median,windspeed spring 4.0 upper,windspeed summer baseline lower,windspeed summer baseline median,windspeed summer baseline upper,windspeed summer 2.0 lower,windspeed summer 2.0 median,windspeed summer 2.0 upper,windspeed summer 4.0 lower,windspeed summer 4.0 median,windspeed summer 4.0 upper,windspeed autumn baseline lower,windspeed autumn baseline median,windspeed autumn baseline upper,windspeed autumn 2.0 lower,windspeed autumn 2.0 median,windspeed autumn 2.0 upper,windspeed autumn 4.0 lower,windspeed autumn 4.0 median,windspeed autumn 4.0 upper,windspeed winter baseline lower,windspeed winter baseline median,windspeed winter baseline upper,windspeed winter 2.0 lower,windspeed winter 2.0 median,windspeed winter 2.0 upper,windspeed winter 4.0 lower,windspeed winter 4.0 median,windspeed winter 4.0 upper,Shape__Area,Shape__Length
316,92500,517500,3.5673862,3.7931118,3.989491,3.5013778,3.656917,3.786227,3.4327724,3.6383662,3.8041217,3.171893,3.288981,3.3374362,2.9155602,3.033443,3.141047,2.8386188,2.9587822,3.126415,3.4969974,3.5892417,3.7297692,3.2680225,3.398555,3.4662304,3.2752604,3.4479682,3.502332,4.0135403,4.247584,4.441719,3.7842536,4.1352396,4.1925683,3.9136703,4.1411734,4.3605013,73730671.418457,34346.6513857984
317,92500,522500,3.608586,3.8340163,4.0208054,3.553994,3.699469,3.8353958,3.483891,3.6882114,3.8501408,3.2124443,3.3264496,3.3736045,2.96425,3.0862098,3.1908214,2.887868,3.0134277,3.1805348,3.539135,3.6309197,3.7654977,3.3183517,3.4476447,3.5140026,3.3310497,3.4954467,3.554008,4.055722,4.2822523,4.4670763,3.8355858,4.173312,4.2306395,3.956068,4.1890287,4.3996687,73891603.7905273,34384.1151848363
318,92500,527500,3.5741165,3.814447,3.9868317,3.5349681,3.6758869,3.8154907,3.4592357,3.6598258,3.8240852,3.177046,3.2918937,3.3457,2.9308076,3.0498888,3.161454,2.8516498,2.9807239,3.1445606,3.495613,3.588797,3.721419,3.268832,3.4062257,3.471241,3.2810993,3.4507766,3.5129771,3.995793,4.2237954,4.4188285,3.7881744,4.136746,4.1941366,3.9181187,4.146037,4.360162,74053153.7978516,34421.6817552371
319,92500,532500,3.6067626,3.8637428,4.0452795,3.5720737,3.7297096,3.8667274,3.494986,3.7086914,3.8750432,3.2142138,3.3335586,3.385221,2.964642,3.0872846,3.20441,2.875281,3.0178623,3.1903977,3.5185237,3.6281524,3.7609496,3.2996192,3.4357123,3.4993596,3.2960114,3.4721863,3.5451188,4.0296965,4.2855654,4.4819994,3.8373535,4.1909623,4.238799,3.9526412,4.199024,4.410493,74215324.5327148,34459.351478302
320,92500,537500,3.5752597,3.8355763,4.037001,3.5369465,3.7076855,3.8279922,3.4580238,3.6782746,3.855524,3.177277,3.3155723,3.3537793,2.9438207,3.0648654,3.184022,2.8403878,2.996853,3.1780138,3.4339461,3.5589929,3.6790142,3.237289,3.3785763,3.414891,3.1997402,3.3904347,3.459856,3.9404492,4.214894,4.391053,3.7520053,4.088603,4.1468353,3.83973,4.1241918,4.3336697,74378119.1030273,34497.1247372455
321,92500,542500,4.07681,4.3246694,4.529397,4.0220714,4.176894,4.3068438,3.9607685,4.163378,4.330535,3.6729603,3.7960248,3.8472323,3.4407487,3.5993748,3.6781583,3.3792071,3.5409768,3.7050476,3.9121356,4.0672736,4.1597104,3.745694,3.8745358,3.8947625,3.6676686,3.8775992,3.9263527,4.489814,4.7285776,4.88475,4.2558603,4.539968,4.632833,4.315436,4.6193304,4.7974224,74541540.6391602,34535.0019172257
322,92500,547500,4.528749,4.7812605,4.9854665,4.476871,4.6246324,4.8161707,4.409126,4.608296,4.823388,4.000018,4.1472936,4.214588,3.7427716,3.8759065,3.9729085,3.645636,3.8143544,3.9475741,4.5706587,4.682455,4.8113723,4.298302,4.4677534,4.5493026,4.3165903,4.514483,4.5651655,5.1475916,5.4124928,5.6036353,4.932276,5.2813425,5.392704,5.046735,5.3021793,5.587435,74705592.2885742,34572.9834053264
323,92500,552500,4.004642,4.264735,4.542472,3.9747462,4.169195,4.3746023,3.8690763,4.126211,4.389024,3.4870067,3.6483064,3.6841426,3.2297752,3.3674512,3.488409,3.0796444,3.2446582,3.4005508,4.066076,4.149676,4.3641577,3.8269882,3.982947,4.082562,3.8656814,4.05762,4.139016,4.673286,5.032796,5.3242493,4.5123644,4.9908233,5.066939,4.647201,4.9738317,5.3277507,74870277.2216797,34611.0695906008
324,92500,557500,4.208867,4.4632454,4.733836,4.1883554,4.347692,4.5061893,4.0854645,4.2944565,4.5136995,3.8276832,3.9294257,4.042555,3.5638168,3.7228332,3.8256772,3.498858,3.691834,3.8732173,4.116964,4.2861686,4.437576,3.9490669,4.0594487,4.114402,3.8860755,4.1028867,4.156427,4.77096,5.0818863,5.29164,4.578872,4.879,4.999004,4.6108036,4.9418097,5.1907473,75035598.6274414,34649.2608640671
325,92500,562500,4.9297433,5.1996775,5.4377337,4.9202185,5.0346556,5.2408514,4.787373,5.015826,5.2553473,4.4613338,4.572179,4.6791883,4.1682053,4.3605394,4.4508185,4.097205,4.2900815,4.5067377,5.035084,5.167954,5.2898817,4.8264985,4.968882,5.0376306,4.8168793,5.0101404,5.0498695,5.7202487,5.959288,6.162631,5.4979963,5.769185,5.88299,5.547425,5.8073945,6.040782,75201559.7128906,34687.557618719
326,92500,567500,4.9013195,5.15779,5.3872986,4.8963966,4.9908347,5.230795,4.737064,4.985156,5.242705,4.3149285,4.467444,4.5680914,4.047786,4.2029915,4.3314333,3.9216397,4.1230206,4.3325996,5.0413537,5.177518,5.273305,4.8057184,4.9836297,5.022231,4.817451,5.0171866,5.078557,5.722516,5.93592,6.1328773,5.5019474,5.778535,5.933574,5.5490265,5.805287,6.09446,75368163.7094727,34725.960249546
327,92500,572500,4.5983267,4.8255754,5.072637,4.6007476,4.693555,4.92962,4.420005,4.67691,4.929662,3.9923038,4.168612,4.2569494,3.7574735,3.8908336,4.032336,3.6036878,3.8115654,4.023267,4.7505875,4.8581076,4.969334,4.523108,4.6775208,4.7291484,4.566701,4.722629,4.7842,5.430084,5.6356993,5.850414,5.214222,5.5127535,5.647975,5.2472835,5.531431,5.8029757,75535413.8676758,34764.4691535467
328,92500,577500,4.398252,4.6056027,4.8263116,4.408994,4.4884496,4.6889553,4.2537074,4.480497,4.6751924,3.7844753,3.9402554,4.024707,3.5661156,3.7197762,3.8396804,3.4317424,3.6273205,3.840685,4.417163,4.5489607,4.6185346,4.198947,4.386094,4.424868,4.19566,4.3790417,4.4340205,5.044295,5.227968,5.3789062,4.8481846,5.107059,5.2321024,4.8810377,5.1064496,5.3789506,75703313.4550781,34803.0847297323
329,92500,582500,4.613695,4.8156385,5.0451307,4.6280484,4.7207794,4.9315248,4.484189,4.726553,4.9238615,3.9318328,4.097753,4.1783805,3.7231116,3.8730557,4.0071273,3.5735116,3.7842898,3.9877143,4.6566696,4.7828774,4.8427286,4.442197,4.6324315,4.6766787,4.450874,4.635335,4.692936,5.301707,5.4949727,5.635508,5.139495,5.405974,5.5380974,5.183906,5.394657,5.6790323,75871865.7636719,34841.8073791371
330,92500,587500,4.9175754,5.134653,5.419131,5.010614,5.129946,5.3770447,4.879899,5.1347218,5.3575015,4.286887,4.4680805,4.5477037,4.138038,4.315916,4.423506,4.0071955,4.2276735,4.4400644,4.9675655,5.1063576,5.2203784,4.833787,5.0107317,5.06176,4.8544207,5.052241,5.106557,5.623688,5.8255973,6.0463376,5.5159125,5.810559,5.9890156,5.589841,5.845118,6.1618195,76041074.1098633,34880.6375048655
331,92500,592500,5.1175504,5.335684,5.6636205,5.1883607,5.3026996,5.597808,5.0338893,5.298936,5.589818,4.3866553,4.581289,4.6832023,4.1880965,4.36896,4.4844255,4.000201,4.256903,4.483588,5.4531927,5.552843,5.714454,5.307803,5.4467115,5.5103197,5.362454,5.511615,5.5994134,6.220649,6.451097,6.709597,6.1246033,6.460996,6.599669,6.1547008,6.4440775,6.8057976,76210941.8208008,34919.5755120447
332,92500,597500,4.9307604,5.160282,5.5131893,5.030012,5.1215878,5.3966947,4.843574,5.096842,5.407457,4.169499,4.333206,4.4606004,3.916328,4.104663,4.243495,3.7026038,3.9820504,4.224663,5.2739496,5.3644814,5.5593557,5.136405,5.2687354,5.362423,5.1492686,5.313399,5.3959246,6.10272,6.3409414,6.5887337,5.999721,6.3869963,6.479459,6.0393887,6.311997,6.655702,76381472.2563477,34958.6218078879
333,92500,742500,6.2598453,6.4796968,6.9203596,6.3571925,6.602465,6.895217,6.227725,6.4646864,6.9269896,5.4847226,5.6134458,5.71289,5.230386,5.4348865,5.579119,5.088241,5.3077974,5.4760942,6.9149437,7.079137,7.2921014,6.746268,7.0052986,7.1067405,6.876886,7.0632925,7.1629877,7.7704263,8.125574,8.379548,7.7088075,8.138505,8.383551,7.7905107,8.292238,8.740488,81608932.1767578,36135.0876072623
334,92500,857500,5.6855655,5.8013544,6.0281134,5.6183324,5.8209987,5.956547,5.532729,5.7387915,5.962995,4.8808856,4.9894214,5.043799,4.7295527,4.8512692,5.020341,4.6015816,4.78201,4.900073,5.678804,5.8035383,5.9455614,5.5038223,5.726449,5.864552,5.6317205,5.753347,5.829347,6.270667,6.5766463,6.617845,6.159102,6.4222994,6.640242,6.1696663,6.415597,6.798256,86229926.3916016,37144.049636009
335,92500,862500,5.541138,5.6491785,5.8961577,5.472468,5.687824,5.8206744,5.3954434,5.602107,5.838262,4.786849,4.8929467,4.953552,4.656351,4.753748,4.9185514,4.5252514,4.6984677,4.8048267,5.499606,5.63802,5.7853923,5.336705,5.56502,5.706076,5.4871716,5.607756,5.6819224,6.048741,6.364797,6.406123,5.946294,6.2241235,6.418608,5.9522295,6.2188263,6.582438,86441118.246582,37189.5078060916
336,92500,867500,5.194809,5.2867727,5.5451736,5.141777,5.33182,5.4798417,5.05961,5.2569294,5.5025954,4.512677,4.62733,4.671712,4.4048815,4.4755974,4.6226535,4.2733154,4.436423,4.5282125,5.1183424,5.2615013,5.436179,4.997831,5.2152157,5.3443723,5.151158,5.254181,5.3318396,5.6187625,5.924845,5.986053,5.529731,5.8192887,5.9844346,5.549348,5.8315,6.158331,86653920.0253906,37235.2563276456
337,92500,872500,5.4929476,5.5619855,5.817998,5.4249926,5.6140738,5.7515345,5.340885,5.5353365,5.7636995,4.728331,4.8548565,4.8777285,4.59902,4.6722646,4.817426,4.4310336,4.620305,4.707914,5.4077573,5.570205,5.7399955,5.311468,5.508309,5.6537724,5.4239664,5.530397,5.6176414,5.982433,6.263877,6.3774924,5.872506,6.156807,6.3284974,5.9167113,6.175626,6.503894,86866268.1015625,37280.8510667218
338,92500,877500,5.630471,5.7051315,6.0070257,5.5766096,5.7853413,5.9513855,5.4853263,5.7125707,5.962663,4.857696,5.0033813,5.044177,4.7458053,4.8039317,4.9413967,4.5342093,4.7418127,4.847568,5.6449127,5.7938123,5.975589,5.523444,5.7527685,5.8711777,5.6489744,5.7680974,5.8692465,6.224639,6.534987,6.714338,6.098361,6.4130754,6.5937843,6.154271,6.5040655,6.853868,87078656.9858398,37326.3990650903
339,97500,477500,3.6588116,3.9043267,4.042513,3.51953,3.6429546,3.7610016,3.4664242,3.6292896,3.7799308,3.254766,3.3586,3.4405332,2.928909,3.0376263,3.1321495,2.8786707,2.9844532,3.1389153,3.523877,3.6364455,3.7313151,3.257573,3.3403745,3.4066093,3.204492,3.373918,3.4193554,4.0497293,4.2523155,4.4270005,3.7309952,4.0029116,4.0698524,3.8383803,4.0250783,4.2368317,72480810.6582031,34054.2905839253
340,97500,482500,3.8516834,4.1035585,4.2363253,3.7049994,3.847089,3.955115,3.6669917,3.8368714,3.9779906,3.4145038,3.5350003,3.6158214,3.117371,3.231031,3.3164992,3.069734,3.186374,3.3321671,3.7081203,3.820272,3.9236748,3.4719532,3.5577877,3.6241755,3.412438,3.563575,3.6083171,4.266157,4.4456716,4.579863,3.948288,4.211277,4.28681,4.0383086,4.234378,4.4157743,72636978.7905273,34090.957670786
341,97500,487500,4.171666,4.4040747,4.552785,4.0222816,4.1760917,4.299073,3.9887562,4.160422,4.3387356,3.667508,3.7953763,3.8575509,3.3792415,3.4674172,3.576931,3.3095832,3.436211,3.557841,4.142583,4.229034,4.3384137,3.8536255,3.9906833,4.0609107,3.8446307,4.016639,4.0651,4.696433,4.892339,5.059939,4.411503,4.687391,4.775666,4.525196,4.7108154,4.9178166,72793740.925293,34127.7246048014
342,97500,492500,4.0424156,4.246154,4.4544573,3.9183342,4.0411963,4.2068157,3.8618026,4.0507803,4.2613277,3.513001,3.6406474,3.7053542,3.2136893,3.3027546,3.436339,3.1171467,3.243307,3.3570545,4.1098285,4.178607,4.3043413,3.7542121,3.9449887,4.000469,3.7971776,4.0039787,4.0705214,4.653118,4.888494,5.10015,4.391624,4.7390575,4.855571,4.5295773,4.743491,5.008788,72951100.0068359,34164.5917526765
343,97500,497500,3.7678928,3.9782913,4.2076387,3.668396,3.805928,3.96845,3.5974422,3.7905827,4.0106316,3.2864017,3.4255233,3.4934494,2.9925313,3.1021047,3.2256916,2.9030833,3.0234315,3.1525133,3.8052971,3.8760428,4.0218396,3.462087,3.6599839,3.73378,3.5200653,3.735442,3.7990863,4.3382864,4.6030135,4.8342295,4.0869513,4.4855313,4.5946198,4.2434607,4.482436,4.7634687,73109058.9951172,34201.5594829862
344,97500,502500,3.775966,4.004554,4.2418633,3.6884773,3.854049,4.0226846,3.6173458,3.823935,4.0492353,3.3233986,3.4649625,3.5330672,3.032407,3.1634064,3.278756,2.9598012,3.073876,3.2210345,3.78527,3.8582711,4.016473,3.4565048,3.6488953,3.7519479,3.514082,3.7398682,3.8040872,4.3073683,4.611577,4.8561773,4.0750265,4.5158987,4.603957,4.246602,4.512821,4.7975197,73267620.8681641,34238.628166115
345,97500,507500,3.5912652,3.823466,4.0412855,3.5149868,3.691346,3.843676,3.4473667,3.6552193,3.8622336,3.19156,3.3214002,3.3799794,2.9117877,3.0475183,3.1492548,2.84993,2.9565187,3.1119647,3.5658855,3.6409087,3.7989497,3.277851,3.4514184,3.549376,3.3280265,3.5321746,3.5959651,4.0533543,4.3470764,4.5845275,3.831274,4.2633643,4.332334,3.9945614,4.2647214,4.529294,73426788.6264648,34275.7981743009
346,97500,512500,3.481535,3.7182431,3.905999,3.4191844,3.5870175,3.7238395,3.3493645,3.5543866,3.7390876,3.095212,3.2168515,3.2608902,2.8303967,2.950702,3.0581098,2.7640061,2.8758602,3.0322738,3.4218166,3.5109317,3.6543183,3.170589,3.325206,3.3954747,3.206551,3.391396,3.4447346,3.9009984,4.1740384,4.389467,3.6868873,4.0872498,4.146663,3.8357797,4.0923567,4.324839,73586565.2866211,34313.069881671
347,97500,517500,3.4505303,3.6782422,3.8631997,3.3966782,3.549668,3.6819088,3.3267217,3.5343711,3.7025304,3.0658965,3.1811051,3.2251554,2.8181958,2.941756,3.0382397,2.74529,2.8627315,3.0194535,3.3717175,3.4665222,3.5980263,3.1453316,3.2883792,3.3398995,3.16019,3.344895,3.391398,3.8462403,4.1019754,4.3000584,3.649283,4.011863,4.071048,3.785223,4.0226088,4.2360315,73746953.8837891,34350.4436641922
348,97500,522500,3.5089695,3.7369945,3.920061,3.462134,3.6105144,3.7337704,3.3888156,3.598474,3.7580972,3.1282554,3.23946,3.284555,2.8802443,3.0166001,3.1081803,2.805704,2.9264195,3.0935516,3.420126,3.5164413,3.6424422,3.2048664,3.340203,3.3817139,3.2011623,3.386547,3.434314,3.9040928,4.142092,4.328023,3.7089431,4.047696,4.100967,3.8362987,4.0639186,4.2590947,73907957.472168,34387.9198997435
349,97500,527500,3.6411788,3.869798,4.035969,3.5929322,3.7272763,3.8639674,3.517027,3.7193458,3.879681,3.236641,3.3505473,3.390756,2.9824846,3.1242921,3.215004,2.9119587,3.0378726,3.1962285,3.5467274,3.6435113,3.7635288,3.322677,3.4578972,3.5045974,3.3243337,3.4978874,3.5567098,4.04193,4.2541127,4.4320207,3.828535,4.1539083,4.21984,3.9565685,4.17246,4.3725867,74069579.1274414,34425.4989681016
350,97500,532500,3.548181,3.789093,3.9531925,3.5180855,3.6612663,3.7971718,3.4445083,3.6443067,3.8095024,3.1581428,3.273819,3.3169498,2.9149008,3.0378814,3.1455388,2.832788,2.960308,3.1220522,3.4678206,3.5577881,3.6851616,3.2427242,3.385126,3.4386463,3.2550454,3.43068,3.4937603,3.936297,4.1607904,4.350943,3.7442722,4.0829263,4.153328,3.8777077,4.098771,4.31626,74231821.9423828,34463.1812509306
351,97500,537500,3.4443774,3.6774764,3.8480403,3.4042892,3.5481315,3.678412,3.3367226,3.536878,3.7032993,3.0575826,3.179706,3.2078445,2.8280919,2.9481552,3.0538619,2.7386513,2.8697882,3.0382786,3.2807345,3.3883204,3.4993234,3.0808563,3.224023,3.2586467,3.063498,3.2448363,3.3123837,3.7302556,3.9776483,4.1474237,3.5557544,3.8940067,3.959499,3.6717384,3.9117458,4.12012,74394689.0297852,34500.967131853
352,97500,542500,3.688229,3.904245,4.093999,3.6402607,3.7915654,3.9084332,3.594099,3.7778194,3.927539,3.268322,3.3949351,3.443585,3.0785453,3.2028084,3.2938728,2.9951503,3.1290557,3.2923126,3.4794793,3.6189542,3.720223,3.325714,3.4550967,3.4703586,3.2542596,3.4443111,3.4907887,3.9910278,4.2419915,4.405083,3.8295379,4.115263,4.192923,3.8856583,4.152616,4.33105,74558183.5224609,34538.8569963982
353,97500,547500,4.5456057,4.8002357,5.020471,4.540457,4.6955338,4.8901205,4.475895,4.668226,4.897431,4.1353045,4.259076,4.3382807,3.8776386,4.0319357,4.1335883,3.79664,3.9789135,4.1298056,4.6724787,4.7715693,4.9439306,4.474366,4.5853224,4.679916,4.49491,4.685513,4.757976,5.294628,5.5917163,5.7936783,5.1208463,5.466447,5.5442643,5.210121,5.489395,5.741868,74722308.5712891,34576.8512320341
354,97500,552500,4.080068,4.3620205,4.627078,4.0961275,4.2669506,4.497182,3.9874675,4.2465224,4.5197372,3.62598,3.7709568,3.8256958,3.375897,3.5211227,3.652258,3.2310472,3.417541,3.5876725,4.1972933,4.2817683,4.4767447,4.002452,4.1430345,4.2566533,4.044419,4.2419615,4.324651,4.831768,5.136836,5.4167137,4.6957145,5.1435757,5.217618,4.796598,5.116128,5.431807,74887067.3491211,34614.9502282258
355,97500,557500,3.694461,3.9414954,4.158972,3.703669,3.8700325,3.9982357,3.6075788,3.806619,3.998567,3.2698433,3.3899283,3.494389,3.0597222,3.1842513,3.2946248,2.9291244,3.1174498,3.275624,3.5385232,3.6821475,3.8245022,3.3805306,3.4901154,3.5433526,3.330131,3.506145,3.559651,4.070764,4.3833885,4.572671,3.9390118,4.274623,4.347652,3.9853718,4.2837443,4.530967,75052463.0488281,34653.1543763779
356,97500,562500,4.496419,4.7478895,4.9936056,4.5112615,4.676303,4.8228416,4.4126215,4.613656,4.819663,4.101722,4.2188134,4.3448124,3.8656087,4.0245414,4.123321,3.8020039,4.00565,4.1896043,4.4889464,4.6279383,4.7762275,4.339196,4.461198,4.4960213,4.302821,4.480401,4.528183,5.1464252,5.4092517,5.622555,4.9437165,5.2147083,5.324709,4.9879184,5.26903,5.4877334,75218498.8813477,34691.4640698789
357,97500,567500,4.952424,5.214591,5.48378,4.983761,5.108899,5.3662276,4.8418856,5.0924616,5.374616,4.4597507,4.579666,4.7119846,4.2093425,4.375636,4.490354,4.10067,4.3114867,4.51914,5.1407156,5.254464,5.420199,4.9905543,5.116847,5.1920996,5.008827,5.1998687,5.241929,5.8376923,6.1191096,6.34657,5.6790223,5.9870768,6.1141543,5.7389264,6.030567,6.310949,75385178.0820313,34729.8797041346
358,97500,572500,4.3875465,4.6214046,4.910488,4.3815007,4.503245,4.76448,4.2325673,4.4827495,4.7582393,3.8865864,4.0188003,4.1454926,3.630679,3.7794774,3.8927236,3.4667077,3.6940982,3.9142406,4.5382824,4.620755,4.806033,4.373046,4.493104,4.5405393,4.3944564,4.5459566,4.6132402,5.182707,5.4319987,5.704688,4.9956055,5.345239,5.4593787,5.066083,5.3557568,5.636942,75552503.9008789,34768.4016765334
359,97500,577500,4.3541155,4.5698333,4.8845997,4.3467913,4.489334,4.741798,4.22765,4.465383,4.715651,3.906304,4.0360193,4.1839375,3.6782997,3.832024,3.92598,3.536963,3.7616837,4.000177,4.438164,4.5420465,4.727685,4.3126497,4.425603,4.489843,4.3075747,4.4914103,4.5625334,5.065239,5.3106956,5.579472,4.888502,5.2194943,5.314883,4.9499693,5.2415166,5.5224047,75720479.6142578,34807.0303865044
360,97500,582500,4.5559096,4.7770457,5.1064024,4.5630293,4.702845,4.96869,4.4316792,4.6775584,4.949086,4.0798893,4.218763,4.3655987,3.8513503,4.0288,4.10596,3.7139618,3.9446976,4.1911297,4.68365,4.786027,4.9681864,4.5541325,4.6794753,4.7315965,4.5676336,4.740086,4.817569,5.3327208,5.5804834,5.854504,5.169973,5.496811,5.5940924,5.224493,5.5119786,5.803504,75889108.5170898,34845.7662354955
361,97500,587500,4.540099,4.7503667,5.071446,4.555758,4.6948256,4.953051,4.4181743,4.6532564,4.935426,4.007157,4.143018,4.295854,3.7739627,3.9502473,4.0257215,3.627152,3.8673415,4.0995035,4.6949644,4.7883763,4.9748645,4.568626,4.677656,4.723184,4.5911555,4.725112,4.7974057,5.367251,5.6042256,5.8769093,5.2275424,5.540189,5.653266,5.263413,5.5343804,5.8561616,76058393.9233398,34884.6096270068
362,97500,592500,4.3215256,4.530417,4.827774,4.34896,4.4939566,4.70311,4.2070403,4.4152727,4.699104,3.7645154,3.8828704,4.055136,3.5202136,3.6616104,3.7680404,3.3379326,3.5858529,3.7862778,4.4938374,4.589112,4.7631745,4.3729954,4.489177,4.5442667,4.356598,4.493378,4.5555763,5.185374,5.40482,5.640945,5.0572615,5.354525,5.4777074,5.079673,5.319169,5.623637,76228339.1704102,34923.5609666164
363,97500,597500,4.309934,4.5294333,4.8237042,4.364769,4.5043,4.69184,4.216708,4.4199557,4.6916947,3.748881,3.873407,4.0355897,3.4759266,3.6343906,3.753184,3.3081508,3.5601604,3.7519798,4.4381933,4.5474105,4.7108626,4.31292,4.44263,4.5306015,4.259853,4.440929,4.481942,5.136378,5.3535156,5.5677695,5.0078917,5.3078637,5.415571,5.036317,5.2712526,5.5694017,76398947.6176758,34962.6206619317
364,97500,742500,5.5787406,5.8244243,6.1587005,5.7071013,5.9024763,6.1180353,5.554295,5.7731028,6.1565495,4.8596964,5.002021,5.0580406,4.63829,4.8134995,4.9622073,4.513652,4.7368593,4.9000816,6.008542,6.1312013,6.30256,5.873798,6.112619,6.1784005,5.9634094,6.1350784,6.21128,6.7703643,7.0761847,7.246999,6.731939,7.089087,7.2544146,6.7460465,7.131772,7.5805244,81628505.8046875,36139.4207450813
365,97500,747500,5.7504625,5.981903,6.331873,5.8699355,6.0769153,6.297151,5.7575436,5.974589,6.315797,5.040427,5.1632824,5.2470083,4.819477,5.0045996,5.1387377,4.687556,4.916278,5.0656657,6.1612496,6.3255677,6.4637947,6.0478935,6.2543035,6.335908,6.0990505,6.293412,6.3439684,6.9523964,7.224055,7.4312844,6.8907213,7.235193,7.407004,6.9282255,7.3064117,7.728692,81819993.9316406,36181.7845182293
366,97500,872500,5.9844046,6.0540843,6.2657,5.9108696,6.0847273,6.177138,5.78946,5.9879923,6.172492,5.062159,5.1726685,5.2112474,4.8724437,4.986813,5.1481385,4.6982217,4.904052,4.984684,5.9101534,6.0619926,6.1964645,5.776017,5.967681,6.1323805,5.8363886,5.9423623,6.0351315,6.594985,6.8324213,6.924966,6.434803,6.689082,6.8939943,6.471647,6.681436,7.0301948,86887860.2138672,37285.4844359266
367,97500,892500,6.393726,6.5171065,6.944687,6.354026,6.6704636,6.987625,6.2657995,6.507496,6.9795227,5.486041,5.622665,5.6887765,5.3000727,5.387778,5.5421953,5.028138,5.310961,5.348352,6.9254007,7.102874,7.3176537,6.76557,7.0082674,7.152194,6.9133477,7.082546,7.2588415,7.6437263,8.018093,8.270693,7.558612,7.936965,8.232791,7.5913644,8.088049,8.545122,87748687.5302734,37469.7286793834
368,97500,912500,6.558572,6.6226983,7.0649695,6.446355,6.7353554,7.1029334,6.4054894,6.613888,7.109741,5.5947866,5.7273912,5.759038,5.4143453,5.507012,5.6564693,5.2144275,5.44357,5.4758887,6.993019,7.195741,7.4261003,6.852726,7.1004095,7.250099,7.060585,7.197727,7.394441,7.6525435,8.112135,8.341421,7.6122217,8.016341,8.284196,7.6485987,8.120545,8.571808,88623989.3085938,37656.1468511432
369,97500,917500,6.887774,6.9389954,7.3981347,6.7805824,7.0630608,7.4421196,6.699909,6.9504013,7.429181,5.8157334,5.971107,6.0217357,5.647633,5.729476,5.867601,5.441169,5.667123,5.7090425,7.3727937,7.569824,7.786958,7.220478,7.4883194,7.631053,7.4018455,7.5523148,7.773246,8.0522585,8.480036,8.805286,8.013919,8.424726,8.7000885,8.038004,8.547369,8.992758,88846350.9165039,37703.3576422502
370,97500,922500,6.755606,6.8071184,7.2494974,6.654812,6.9116235,7.318409,6.566369,6.8079667,7.3270597,5.6827135,5.856473,5.8920865,5.5188847,5.6106944,5.747168,5.321018,5.537051,5.5823064,7.2274613,7.4368973,7.672975,7.085093,7.3621306,7.4978456,7.304447,7.4598756,7.6523466,7.919294,8.37482,8.618261,7.8692985,8.274249,8.560256,7.9100647,8.347637,8.810462,89068656.9487305,37750.4975966314
